75925,Click to see Consolidated Communications deals ►,"10 Mbps
                    speed available in Alto",""
75925,"Click to see Eastex Telephone Cooperative, Inc. deals ►","3 Mbps
                    speed available in Alto",""
75925,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Alto",2
76009,Click to see AT&T deals ►,"75 Mbps
                    speed available in Aledo",4
76009,Click to see Windstream deals ►,"1.5 Mbps
                    speed available in Aledo",""
76009,Click to see North Texas Broadband deals ►,"6 Mbps
                    speed available in Aledo",""
76009,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Aledo",2
77511,Click to see Verizon deals ►,"3 Mbps
                    speed available in Alvin",3
77511,Click to see AT&T deals ►,"75 Mbps
                    speed available in Alvin",4
77511,Click to see Comcast deals ►,"100 Mbps
                    speed available in Alvin",3
77511,Click to see NewWave Communications deals ►,"6 Mbps
                    speed available in Alvin",4
77511,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Alvin",2
77512,Click to see AT&T deals ►,"6 Mbps
                    speed available in Alvin",4
77512,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Alvin",2
76225,Click to see James Cable deals ►,"1.5 Mbps
                    speed available in Alvord",""
76225,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Alvord",2
79101,Click to see AT&T deals ►,"75 Mbps
                    speed available in Amarillo",4
79101,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79101,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79101,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79101,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79102,Click to see AT&T deals ►,"45 Mbps
                    speed available in Amarillo",4
79102,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79102,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79102,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79102,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79103,Click to see AT&T deals ►,"45 Mbps
                    speed available in Amarillo",4
79103,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79103,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79103,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79103,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79104,Click to see AT&T deals ►,"45 Mbps
                    speed available in Amarillo",4
79104,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79104,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79104,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79104,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79105,Click to see Windstream deals ►,"12 Mbps
                    speed available in Amarillo",3
79105,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79106,Click to see AT&T deals ►,"75 Mbps
                    speed available in Amarillo",4
79106,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79106,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79106,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79106,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79107,Click to see AT&T deals ►,"75 Mbps
                    speed available in Amarillo",4
79107,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79107,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79107,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79107,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79108,Click to see AT&T deals ►,"50 Mbps
                    speed available in Amarillo",4
79108,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79108,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79108,Click to see Pathwayz Communications deals ►,"1.5 Mbps
                    speed available in Amarillo",""
79108,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79109,Click to see AT&T deals ►,"75 Mbps
                    speed available in Amarillo",4
79109,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79109,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79109,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79109,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79110,Click to see AT&T deals ►,"75 Mbps
                    speed available in Amarillo",4
79110,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79110,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79110,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79110,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79111,Click to see AT&T deals ►,"24 Mbps
                    speed available in Amarillo",4
79111,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79111,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79114,Click to see AT&T deals ►,"6 Mbps
                    speed available in Amarillo",4
79114,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79116,Click to see AT&T deals ►,"6 Mbps
                    speed available in Amarillo",4
79116,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79117,Click to see AT&T deals ►,"6 Mbps
                    speed available in Amarillo",4
79117,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79118,Click to see AT&T deals ►,"50 Mbps
                    speed available in Amarillo",4
79118,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79118,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79118,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79118,"Click to see Mid-Plains Rural Telephone Cooperative, Inc. deals ►","6 Mbps
                    speed available in Amarillo",""
79118,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79119,Click to see AT&T deals ►,"45 Mbps
                    speed available in Amarillo",4
79119,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79119,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79119,"Click to see WT Services, Inc. deals ►","10 Mbps
                    speed available in Amarillo",""
79119,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79120,Click to see AT&T deals ►,"6 Mbps
                    speed available in Amarillo",4
79120,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79121,Click to see AT&T deals ►,"75 Mbps
                    speed available in Amarillo",4
79121,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79121,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79121,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79121,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79124,Click to see AT&T deals ►,"45 Mbps
                    speed available in Amarillo",4
79124,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Amarillo",4
79124,"Click to see NTS Communications, Inc. deals ►","0.8 Mbps
                    speed available in Amarillo",5
79124,Click to see Pathwayz Communications deals ►,"6 Mbps
                    speed available in Amarillo",""
79124,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79159,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79166,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79168,Click to see AT&T deals ►,"6 Mbps
                    speed available in Amarillo",4
79168,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79172,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79174,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79178,Click to see AT&T deals ►,"6 Mbps
                    speed available in Amarillo",4
79178,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79185,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79187,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79189,Click to see AT&T deals ►,"6 Mbps
                    speed available in Amarillo",4
79189,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amarillo",2
79312,Click to see Windstream deals ►,"10 Mbps
                    speed available in Amherst",3
79312,Click to see South Plains Telephone Cooperative deals ►,"10 Mbps
                    speed available in Amherst",""
79312,"Click to see West Plains Telecommunications, Inc. deals ►","6 Mbps
                    speed available in Amherst",""
79312,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Amherst",2
77514,Click to see Windstream deals ►,"10 Mbps
                    speed available in Anahuac",3
77514,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Anahuac",2
77830,Click to see Windstream deals ►,"12 Mbps
                    speed available in Anderson",3
77830,Click to see Consolidated Communications deals ►,"10 Mbps
                    speed available in Anderson",""
77830,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Anderson",2
79714,Click to see Windstream deals ►,"10 Mbps
                    speed available in Andrews",3
79714,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Andrews",4
79714,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Andrews",2
77515,Click to see CenturyLink deals ►,"35 Mbps
                    speed available in Alvin",3
77515,Click to see AT&T deals ►,"75 Mbps
                    speed available in Alvin",4
77515,Click to see Comcast deals ►,"100 Mbps
                    speed available in Alvin",3
77515,Click to see Etan Industries deals ►,"6 Mbps
                    speed available in Alvin",""
77515,Click to see Brazoria Telephone Company deals ►,"0.8 Mbps
                    speed available in Alvin",""
77515,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Alvin",2
77516,Click to see AT&T deals ►,"6 Mbps
                    speed available in Angleton",4
77516,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Angleton",2
75409,Click to see AT&T deals ►,"75 Mbps
                    speed available in Anna",4
75409,Click to see Suddenlink Communications deals ►,"50 Mbps
                    speed available in Anna",4
75409,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Anna",2
75550,Click to see Windstream deals ►,"10 Mbps
                    speed available in Annona",3
75550,Click to see Suddenlink Communications deals ►,"25 Mbps
                    speed available in Annona",4
75550,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Annona",2
79501,Click to see AT&T deals ►,"1000 Mbps
                    speed available in Anson",4
79501,Click to see Charter deals ►,"60 Mbps
                    speed available in Anson",4
79501,Click to see Suddenlink Communications deals ►,"0.8 Mbps
                    speed available in Anson",4
79501,"Click to see Taylor Telephone Cooperative, Inc. deals ►","3 Mbps
                    speed available in Anson",""
79501,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Anson",2
79821,Click to see AT&T deals ►,"75 Mbps
                    speed available in Anthony",4
79821,Click to see Time Warner Cable deals ►,"10 Mbps
                    speed available in Anthony",3
79821,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Anthony",2
79313,Click to see Windstream deals ►,"10 Mbps
                    speed available in Anton",3
79313,Click to see South Plains Telephone Cooperative deals ►,"10 Mbps
                    speed available in Anton",""
79313,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Anton",2
75926,Click to see Windstream deals ►,"12 Mbps
                    speed available in Apple Springs",3
75926,Click to see Consolidated Communications deals ►,"10 Mbps
                    speed available in Apple Springs",""
75926,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Apple Springs",2
76622,Click to see AT&T deals ►,"18 Mbps
                    speed available in Aquilla",4
76622,Click to see Windstream deals ►,"10 Mbps
                    speed available in Aquilla",3
76622,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Aquilla",2
78335,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Aransas Pass",2
78336,Click to see AT&T deals ►,"3 Mbps
                    speed available in Aransas Pass",4
78336,Click to see Cable One deals ►,"50 Mbps
                    speed available in Aransas Pass",3
78336,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Aransas Pass",2
76351,Click to see Time Warner Cable deals ►,"10 Mbps
                    speed available in Archer City",3
76351,"Click to see Santa Rosa Telephone Cooperative, Inc. deals ►","10 Mbps
                    speed available in Archer City",""
76351,Click to see Brazos Internet deals ►,"25 Mbps
                    speed available in Archer City",""
76351,Click to see Comcell deals ►,"10 Mbps
                    speed available in Archer City",""
76351,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Archer City",2
76226,Click to see Verizon FiOS deals ►,"50 Mbps
                    speed available in Argyle",4
76226,Click to see AT&T deals ►,"45 Mbps
                    speed available in Argyle",4
76226,Click to see Charter deals ►,"100 Mbps
                    speed available in Argyle",4
76226,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Argyle",3
76226,Click to see Grande Communications deals ►,"100 Mbps
                    speed available in Argyle",4
76226,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Argyle",2
76001,Click to see AT&T deals ►,"75 Mbps
                    speed available in Arlington",4
76001,Click to see Charter deals ►,"100 Mbps
                    speed available in Arlington",4
76001,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76001,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76002,Click to see AT&T deals ►,"75 Mbps
                    speed available in Arlington",4
76002,Click to see Charter deals ►,"100 Mbps
                    speed available in Arlington",4
76002,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76002,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76003,Click to see AT&T deals ►,"45 Mbps
                    speed available in Arlington",4
76003,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76004,Click to see AT&T deals ►,"6 Mbps
                    speed available in Arlington",4
76004,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76005,Click to see AT&T deals ►,"18 Mbps
                    speed available in Arlington",4
76005,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76006,Click to see AT&T deals ►,"75 Mbps
                    speed available in Arlington",4
76006,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76006,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76007,Click to see AT&T deals ►,"45 Mbps
                    speed available in Arlington",4
76007,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76010,Click to see AT&T deals ►,"75 Mbps
                    speed available in Alvarado",4
76010,Click to see Charter deals ►,"60 Mbps
                    speed available in Alvarado",4
76010,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Alvarado",3
76010,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Alvarado",2
76011,Click to see AT&T deals ►,"75 Mbps
                    speed available in Arlington",4
76011,Click to see Charter deals ►,"60 Mbps
                    speed available in Arlington",4
76011,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76011,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76012,Click to see AT&T deals ►,"75 Mbps
                    speed available in Arlington",4
76012,Click to see Charter deals ►,"100 Mbps
                    speed available in Arlington",4
76012,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76012,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76013,Click to see AT&T deals ►,"1000 Mbps
                    speed available in Arlington",4
76013,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76013,Click to see Suddenlink Communications deals ►,"10 Mbps
                    speed available in Arlington",4
76013,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76014,Click to see AT&T deals ►,"75 Mbps
                    speed available in Arlington",4
76014,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76014,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76015,Click to see AT&T deals ►,"1000 Mbps
                    speed available in Arlington",4
76015,Click to see Charter deals ►,"60 Mbps
                    speed available in Arlington",4
76015,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76015,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76016,Click to see AT&T deals ►,"75 Mbps
                    speed available in Arlington",4
76016,Click to see Charter deals ►,"100 Mbps
                    speed available in Arlington",4
76016,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76016,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76017,Click to see AT&T deals ►,"75 Mbps
                    speed available in Arlington",4
76017,Click to see Charter deals ►,"100 Mbps
                    speed available in Arlington",4
76017,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76017,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76018,Click to see AT&T deals ►,"75 Mbps
                    speed available in Arlington",4
76018,Click to see Charter deals ►,"60 Mbps
                    speed available in Arlington",4
76018,Click to see Time Warner Cable deals ►,"50 Mbps
                    speed available in Arlington",3
76018,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76019,Click to see AT&T deals ►,"6 Mbps
                    speed available in Arlington",4
76019,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76094,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
76096,Click to see AT&T deals ►,"6 Mbps
                    speed available in Arlington",4
76096,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arlington",2
78338,"Click to see Riviera Telephone Company, Inc. deals ►","10 Mbps
                    speed available in Armstrong",""
78338,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Armstrong",2
75750,Click to see CenturyLink deals ►,"45 Mbps
                    speed available in Arp",3
75750,Click to see AT&T deals ►,"45 Mbps
                    speed available in Arp",4
75750,Click to see Suddenlink Communications deals ►,"10 Mbps
                    speed available in Arp",4
75750,Click to see Northland Communications deals ►,"10 Mbps
                    speed available in Arp",""
75750,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arp",2
76820,"Click to see Hill Country Telephone Cooperative, Inc. deals ►","10 Mbps
                    speed available in Art",""
76820,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Art",2
78001,Click to see Valley Telephone Cooperative deals ►,"3 Mbps
                    speed available in Artesia Wells",""
78001,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Artesia Wells",2
75411,Click to see AT&T deals ►,"12 Mbps
                    speed available in Arthur City",4
75411,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Arthur City",2
78827,Click to see AT&T deals ►,"18 Mbps
                    speed available in Asherton",4
78827,Click to see Time Warner Cable deals ►,"10 Mbps
                    speed available in Asherton",3
78827,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Asherton",2
79502,Click to see Windstream deals ►,"10 Mbps
                    speed available in Aspermont",3
79502,"Click to see Santa Rosa Telephone Cooperative, Inc. deals ►","10 Mbps
                    speed available in Aspermont",""
79502,Click to see Cap Rock Telephone Cooperative deals ►,"3 Mbps
                    speed available in Aspermont",""
79502,Click to see Hughesnet deals ►,"15 Mbps
                    speed available in Aspermont",2
